site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
2070,Mixed-use,1699,23,76,43,36,169,1809,Refrigerator,Analog,Low,Solar,Average,Yes,None,Summer
2829,Industrial,4732,58,67,121,20,0,3655,AC,Analog,Medium,Wind,Average,No,Inverter,Winter
4376,Mixed-use,6195,64,67,113,39,15,3625,AC,Analog,Low,Wind,Average,Yes,Generator,Rainy
1161,Industrial,2540,32,43,126,32,0,1753,AC,Analog,Low,Wind,Good,Yes,None,Summer
1658,Mixed-use,2513,35,31,6,16,39,1192,Heater,Smart,Medium,Grid,Good,Yes,Generator,Winter
2712,Commercial,4057,57,52,86,60,0,2483,Washing Machine,Analog,Medium,Grid,Good,Yes,Inverter,Rainy
3286,Commercial,6701,60,42,13,34,0,3229,AC,Smart,Medium,Solar,Good,Yes,Inverter,Winter
3149,Commercial,3421,60,33,57,45,0,3179,AC,Analog,High,Solar,Good,Yes,Generator,Summer
1099,Residential,2343,52,67,109,61,61,1825,Washing Machine,Analog,High,Solar,Good,No,Inverter,Winter
3668,Commercial,5795,18,100,18,35,0,3737,Washing Machine,Analog,Medium,Grid,Average,Yes,Inverter,Rainy
2553,Residential,2749,23,72,87,5,232,3126,Heater,Smart,Medium,Solar,Poor,No,Generator,Summer
2873,Residential,5727,58,56,149,44,118,3429,Fan,Smart,Medium,Wind,Poor,Yes,None,Rainy
1262,Residential,2314,63,53,161,62,98,1779,Washing Machine,Smart,Low,Wind,Poor,Yes,Generator,Summer
1583,Industrial,1000,85,93,137,59,0,2693,AC,Smart,High,Solar,Good,Yes,Inverter,Rainy
2135,Residential,3750,78,40,59,40,96,2142,AC,Analog,Low,Solar,Poor,No,None,Winter
1213,Commercial,1846,39,39,80,63,0,1725,Washing Machine,Smart,Low,Solar,Good,Yes,Inverter,Winter
2002,Residential,2589,86,91,6,30,177,3101,Heater,Smart,High,Grid,Average,No,None,Rainy
2544,Commercial,2639,63,59,44,34,0,2302,Washing Machine,Analog,Medium,Solar,Average,No,Inverter,Summer
4154,Industrial,7308,39,68,98,30,0,5034,Refrigerator,Smart,Low,Wind,Good,No,None,Rainy
4371,Industrial,3545,10,56,163,70,0,4699,Fan,Analog,Medium,Wind,Average,Yes,None,Rainy
4314,Commercial,3432,28,84,36,2,0,4306,Fan,Smart,High,Grid,Good,No,Inverter,Summer
1598,Mixed-use,2434,46,41,192,35,32,1597,Washing Machine,Analog,Low,Wind,Poor,No,Inverter,Rainy
3882,Commercial,4216,41,30,197,3,0,3229,Fan,Analog,Low,Solar,Good,Yes,Inverter,Rainy
3100,Residential,2752,14,65,0,19,21,2565,Washing Machine,Analog,Medium,Solar,Average,Yes,None,Rainy
3257,Residential,6195,35,60,144,57,209,3578,Heater,Analog,Low,Solar,Average,Yes,None,Winter
933,Residential,1000,88,76,156,35,57,1538,Washing Machine,Smart,Low,Grid,Poor,No,Inverter,Summer
1479,Commercial,1000,40,45,54,47,0,1521,Refrigerator,Analog,High,Wind,Good,No,Inverter,Winter
738,Residential,1000,51,54,29,45,29,1295,Refrigerator,Smart,Medium,Grid,Average,Yes,None,Summer
3522,Commercial,3519,84,96,125,59,0,3830,Fan,Analog,Medium,Solar,Average,No,Inverter,Winter
3971,Mixed-use,6325,51,59,141,6,59,2454,Fan,Analog,Low,Grid,Average,No,Generator,Rainy
1450,Mixed-use,1805,23,55,86,13,23,1632,Washing Machine,Smart,Medium,Solar,Poor,No,Inverter,Summer
1781,Commercial,2141,85,47,80,62,0,1866,Refrigerator,Analog,High,Wind,Poor,No,Inverter,Winter
3334,Commercial,4754,63,62,104,38,0,3096,Heater,Smart,Low,Solar,Poor,No,Inverter,Rainy
792,Commercial,1000,75,92,14,11,0,1632,Fan,Analog,High,Wind,Good,No,Inverter,Rainy
1752,Commercial,1000,59,40,197,32,0,1894,Washing Machine,Analog,Low,Wind,Good,Yes,Inverter,Rainy
741,Residential,1000,33,39,71,41,44,898,Washing Machine,Analog,High,Grid,Poor,Yes,None,Winter
3863,Commercial,2082,64,100,47,23,0,3819,Refrigerator,Smart,High,Solar,Poor,No,Inverter,Summer
1277,Mixed-use,1985,47,56,151,63,62,1447,Fan,Smart,Low,Grid,Poor,No,None,Winter
4271,Commercial,3279,51,94,190,20,0,4280,Washing Machine,Analog,High,Wind,Good,Yes,Inverter,Summer
1740,Residential,2742,20,48,41,63,81,1693,Refrigerator,Smart,Medium,Grid,Good,Yes,None,Summer
998,Residential,1000,58,33,100,15,45,1441,Washing Machine,Smart,Medium,Wind,Good,No,Generator,Summer
3809,Mixed-use,2648,24,83,124,29,67,3239,Refrigerator,Analog,High,Grid,Average,No,None,Summer
1351,Residential,1722,38,68,34,46,58,2209,Refrigerator,Analog,High,Grid,Good,Yes,Inverter,Winter
1778,Commercial,1639,27,77,102,57,0,2411,Washing Machine,Smart,Medium,Grid,Good,Yes,Generator,Rainy
3776,Residential,2797,22,95,54,48,308,4716,Refrigerator,Smart,High,Solar,Good,No,Inverter,Winter
770,Commercial,1000,80,58,24,23,0,1144,AC,Analog,Low,Grid,Average,No,Inverter,Summer
4440,Commercial,8084,31,70,154,62,0,4076,Refrigerator,Analog,Medium,Solar,Good,No,Generator,Summer
3144,Residential,4096,81,59,159,6,270,3771,Washing Machine,Analog,Low,Solar,Average,Yes,Generator,Summer
4468,Industrial,1921,37,83,26,22,0,5027,Fan,Analog,Low,Grid,Poor,Yes,None,Summer
3081,Commercial,1000,89,35,177,43,0,2766,Fan,Smart,Low,Wind,Good,Yes,None,Rainy
3247,Industrial,2546,14,62,163,2,0,4033,AC,Analog,Low,Wind,Good,Yes,None,Winter
3166,Residential,5217,41,47,180,19,153,3207,Washing Machine,Smart,Medium,Grid,Good,Yes,None,Winter
4077,Industrial,6268,80,78,114,64,0,4894,Washing Machine,Analog,High,Grid,Good,Yes,Inverter,Winter
2089,Commercial,1696,21,59,190,62,0,2249,AC,Analog,Medium,Solar,Poor,Yes,Inverter,Winter
4476,Industrial,7602,75,33,153,35,0,4600,Washing Machine,Smart,High,Wind,Poor,Yes,None,Winter
1806,Mixed-use,1000,65,96,6,72,158,1696,Refrigerator,Analog,Low,Wind,Poor,No,Generator,Winter
1496,Industrial,2103,65,55,200,1,0,1896,Heater,Analog,Medium,Solar,Good,No,None,Summer
3740,Commercial,7307,12,38,48,32,0,3418,Heater,Analog,Low,Wind,Poor,Yes,None,Winter
3186,Commercial,3909,43,89,21,36,0,2983,AC,Smart,Low,Solar,Average,Yes,Generator,Rainy
3062,Mixed-use,2435,24,33,125,13,301,2145,AC,Smart,Low,Grid,Average,Yes,None,Summer
1986,Industrial,2820,77,53,172,14,0,2943,Washing Machine,Analog,Low,Grid,Average,Yes,Inverter,Summer
3489,Commercial,5719,88,69,176,50,0,3517,Heater,Analog,Low,Wind,Good,Yes,Inverter,Summer
2743,Industrial,4173,43,84,4,34,0,3486,Refrigerator,Smart,Medium,Grid,Poor,No,Generator,Rainy
4710,Mixed-use,9479,70,62,83,7,234,3374,AC,Analog,Low,Solar,Average,No,Inverter,Rainy
3119,Commercial,4770,36,31,19,31,0,2672,Heater,Smart,Low,Grid,Good,Yes,Inverter,Winter
2036,Commercial,1391,10,85,165,63,0,2668,Heater,Analog,High,Wind,Average,No,Generator,Winter
3824,Mixed-use,5245,28,50,200,71,189,2746,Washing Machine,Smart,High,Grid,Poor,No,Inverter,Winter
1163,Commercial,2727,17,71,19,53,0,1483,Heater,Analog,High,Wind,Poor,Yes,None,Winter
1110,Mixed-use,1266,20,41,105,51,51,1167,AC,Smart,Medium,Wind,Average,Yes,Generator,Summer
2849,Mixed-use,5434,77,75,176,28,151,2251,AC,Smart,Low,Solar,Good,No,Generator,Summer
1689,Commercial,3170,34,71,114,45,0,1883,AC,Smart,Low,Wind,Average,No,None,Winter
4420,Residential,3759,86,99,29,5,224,4652,Refrigerator,Smart,Low,Wind,Poor,No,Generator,Rainy
3557,Residential,4180,88,78,199,20,201,3877,Fan,Analog,Medium,Grid,Good,No,None,Winter
2597,Commercial,5654,15,83,85,13,0,3037,Washing Machine,Analog,High,Wind,Good,Yes,Generator,Summer
1410,Commercial,1150,57,74,124,55,0,2066,Washing Machine,Analog,Low,Grid,Good,Yes,Inverter,Winter
1922,Residential,2229,24,82,35,35,28,2239,Washing Machine,Smart,Low,Solar,Poor,Yes,None,Summer
1075,Commercial,1000,80,76,112,49,0,1601,Fan,Smart,Low,Solar,Average,No,None,Winter
735,Commercial,1000,35,87,192,28,0,1444,AC,Analog,Low,Wind,Average,No,Inverter,Rainy
4569,Residential,2860,38,39,156,7,17,2897,Refrigerator,Smart,Low,Solar,Good,Yes,Inverter,Summer
4657,Mixed-use,6663,50,86,78,54,110,3926,Refrigerator,Smart,High,Grid,Good,No,Generator,Rainy
2279,Commercial,4094,58,56,168,36,0,2462,Washing Machine,Smart,Medium,Solar,Average,No,Generator,Summer
1110,Mixed-use,1000,24,30,163,61,55,939,Refrigerator,Smart,Medium,Solar,Poor,Yes,Inverter,Rainy
4935,Commercial,5377,19,59,199,42,0,4340,Refrigerator,Smart,Medium,Grid,Average,No,None,Summer
637,Mixed-use,1000,52,60,166,62,24,1263,Washing Machine,Analog,Low,Grid,Average,No,Inverter,Winter
4136,Mixed-use,6003,56,71,61,27,87,3187,AC,Analog,Medium,Wind,Poor,Yes,Generator,Winter
1664,Residential,1693,80,56,54,16,20,1160,Refrigerator,Smart,Low,Wind,Average,No,None,Winter
4349,Industrial,2400,50,60,74,30,0,5022,AC,Analog,High,Grid,Average,No,Inverter,Winter
3219,Commercial,4752,83,48,131,30,0,3013,Heater,Analog,Medium,Grid,Average,No,Generator,Summer
4787,Mixed-use,9532,19,87,104,58,35,4015,Washing Machine,Analog,Low,Wind,Good,No,None,Winter
567,Industrial,1000,71,88,182,67,0,2026,AC,Smart,Medium,Grid,Average,Yes,Inverter,Winter
4978,Residential,10894,30,74,107,51,114,4531,Refrigerator,Analog,Medium,Grid,Poor,No,Generator,Rainy
1778,Commercial,1639,27,77,102,57,0,2411,Washing Machine,Analog,Medium,Solar,Poor,Yes,Generator,Summer
1269,Residential,1774,18,38,42,51,46,1555,AC,Smart,Medium,Wind,Average,No,Generator,Winter
3734,Industrial,3986,44,80,26,47,0,4848,AC,Analog,Low,Wind,Poor,No,Generator,Winter
2277,Mixed-use,4142,72,93,51,17,129,2258,Heater,Analog,High,Solar,Good,No,None,Winter
2780,Residential,2911,13,48,155,69,210,3138,Refrigerator,Smart,High,Solar,Poor,Yes,Inverter,Winter
3270,Residential,5767,68,36,19,30,206,3373,Heater,Analog,High,Solar,Good,No,None,Rainy
4579,Commercial,2154,50,37,175,7,0,4013,Fan,Analog,Low,Wind,Average,No,Generator,Summer
1698,Residential,2299,66,75,34,50,84,2102,Refrigerator,Analog,Low,Wind,Average,No,None,Summer
2263,Industrial,1717,74,59,104,68,0,3017,Washing Machine,Smart,Low,Grid,Poor,Yes,Generator,Winter
4181,Mixed-use,2735,32,77,12,18,44,3045,Heater,Analog,Low,Wind,Good,No,None,Winter
4785,Residential,7986,31,93,102,58,402,5926,AC,Smart,Low,Solar,Average,Yes,Generator,Rainy
1964,Industrial,3091,55,95,144,72,0,3272,Washing Machine,Smart,Medium,Grid,Good,Yes,Generator,Rainy
2498,Commercial,1403,17,47,91,45,0,2676,Washing Machine,Smart,High,Solar,Poor,No,Inverter,Winter
3205,Commercial,5264,16,51,21,9,0,2900,Heater,Smart,Low,Grid,Good,Yes,Generator,Winter
3552,Residential,4216,69,78,184,27,118,3520,Refrigerator,Analog,High,Grid,Good,No,Inverter,Summer
2231,Residential,3802,37,69,78,5,202,3037,Heater,Analog,High,Grid,Good,No,None,Summer
1184,Mixed-use,1167,43,30,190,51,56,1116,Heater,Analog,High,Solar,Poor,No,None,Rainy
3519,Residential,5108,67,37,147,60,138,3617,Refrigerator,Analog,High,Solar,Poor,No,Generator,Summer
4635,Residential,4339,83,62,26,35,95,3673,Refrigerator,Smart,High,Solar,Poor,No,Inverter,Winter
609,Residential,1000,62,36,7,55,17,500,Refrigerator,Analog,Low,Wind,Average,No,Generator,Winter
2310,Mixed-use,2534,90,38,121,8,85,1303,Washing Machine,Analog,High,Wind,Poor,Yes,None,Winter
4819,Mixed-use,5849,16,73,132,28,480,3392,Heater,Analog,Low,Solar,Average,No,Inverter,Winter
3066,Commercial,2508,69,46,30,59,0,2698,AC,Smart,High,Wind,Good,No,Inverter,Summer
1661,Residential,1000,18,70,38,61,126,2267,AC,Analog,Low,Solar,Good,No,Inverter,Summer
3203,Mixed-use,4010,74,94,81,67,31,3104,Heater,Smart,High,Solar,Average,No,None,Rainy
3335,Mixed-use,3977,15,62,140,59,141,2851,Fan,Analog,High,Grid,Poor,Yes,Generator,Winter
1425,Mixed-use,3548,78,67,154,1,43,1529,Refrigerator,Smart,High,Grid,Poor,No,Inverter,Winter
4575,Commercial,7698,64,49,64,33,0,4187,Fan,Smart,High,Wind,Average,Yes,Inverter,Summer
3211,Mixed-use,3627,32,100,154,62,200,2797,AC,Smart,Medium,Grid,Poor,Yes,Generator,Winter
1080,Commercial,1981,25,74,102,12,0,1335,Fan,Smart,High,Grid,Average,Yes,Generator,Summer
4650,Residential,7235,59,47,54,46,188,4042,Washing Machine,Analog,Low,Solar,Good,Yes,Inverter,Winter
4755,Residential,8083,28,94,185,5,17,3861,Fan,Analog,High,Grid,Average,Yes,Inverter,Summer
4980,Commercial,4175,13,90,47,17,0,4591,Refrigerator,Analog,Medium,Wind,Good,No,None,Winter
1253,Mixed-use,1740,29,33,22,51,99,1082,Fan,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
1459,Residential,1384,64,79,36,67,73,2145,AC,Analog,Low,Solar,Average,Yes,Generator,Rainy
1514,Residential,1066,31,56,101,7,72,2015,Fan,Smart,Low,Wind,Good,Yes,Inverter,Summer
4248,Mixed-use,4042,73,48,34,46,333,3096,Heater,Analog,Low,Solar,Good,Yes,Inverter,Winter
1192,Residential,1000,82,32,40,8,71,1306,Refrigerator,Analog,High,Wind,Average,Yes,Inverter,Summer
4394,Residential,7492,31,67,43,68,37,3763,Heater,Analog,Low,Solar,Average,No,None,Rainy
2346,Commercial,2546,33,96,87,60,0,2702,Refrigerator,Analog,High,Grid,Good,No,None,Rainy
4562,Commercial,2457,53,46,11,25,0,3544,Heater,Analog,Low,Solar,Good,Yes,Inverter,Winter
1198,Mixed-use,2264,15,80,177,12,77,1415,Washing Machine,Analog,Low,Solar,Good,No,Inverter,Summer
1684,Commercial,2275,33,90,102,47,0,2522,Refrigerator,Smart,Low,Solar,Poor,No,Generator,Rainy
2019,Residential,1741,14,96,170,58,34,2617,Refrigerator,Analog,Medium,Grid,Poor,No,None,Winter
4966,Residential,2647,16,32,52,10,378,4834,Refrigerator,Analog,High,Solar,Average,Yes,Generator,Rainy
4712,Residential,4347,36,94,47,15,389,5236,Fan,Smart,Low,Solar,Poor,Yes,Generator,Rainy
2216,Commercial,1883,88,83,134,61,0,2599,Heater,Smart,High,Solar,Average,Yes,Generator,Winter
557,Mixed-use,1000,69,68,60,59,53,1230,Washing Machine,Analog,Low,Wind,Average,Yes,None,Rainy
2135,Residential,2878,84,51,154,30,114,2256,Heater,Analog,Medium,Grid,Good,No,Inverter,Winter
4723,Commercial,5343,58,52,127,67,0,4167,Washing Machine,Analog,High,Solar,Average,No,Inverter,Rainy
671,Residential,1000,51,73,191,68,60,1457,Fan,Analog,Medium,Grid,Average,No,Inverter,Summer
4093,Residential,7527,43,82,199,3,83,3837,Refrigerator,Analog,High,Wind,Average,No,Generator,Winter
2635,Residential,3118,33,59,0,2,144,2903,AC,Smart,Medium,Wind,Good,No,None,Rainy
3136,Industrial,2307,16,56,78,24,0,3896,Refrigerator,Analog,Low,Grid,Good,No,Generator,Rainy
2910,Residential,3891,70,100,178,52,66,3467,Refrigerator,Analog,High,Wind,Poor,Yes,Inverter,Rainy
2720,Commercial,2197,28,77,38,12,0,2886,Heater,Smart,Low,Solar,Average,Yes,Generator,Summer
580,Residential,1000,54,68,65,66,15,1304,Fan,Analog,Medium,Wind,Average,Yes,Generator,Winter
4719,Mixed-use,5357,73,34,81,35,386,3101,Fan,Analog,Medium,Grid,Poor,Yes,Inverter,Rainy
4310,Commercial,7278,31,60,19,28,0,4048,Washing Machine,Analog,High,Solar,Poor,No,Generator,Rainy
2948,Mixed-use,3713,55,82,105,23,170,2837,Washing Machine,Analog,Medium,Wind,Poor,Yes,None,Winter
2055,Commercial,1542,14,81,199,59,0,2362,Fan,Smart,Low,Solar,Average,Yes,None,Summer
3885,Residential,5977,70,61,27,51,184,3752,Fan,Analog,Medium,Solar,Good,Yes,Generator,Summer
2473,Residential,5284,60,79,29,55,218,3474,Fan,Smart,Low,Solar,Good,No,Generator,Summer
1664,Mixed-use,2622,48,93,164,8,121,2165,Refrigerator,Analog,Low,Wind,Average,No,None,Rainy
1059,Residential,1503,10,68,43,61,53,1421,Heater,Analog,High,Grid,Average,No,None,Summer
1729,Commercial,2976,79,77,115,31,0,2161,Fan,Smart,High,Solar,Poor,Yes,None,Winter
4658,Residential,4698,60,32,143,60,137,3609,AC,Analog,High,Wind,Good,Yes,None,Summer
3571,Commercial,7579,63,46,198,36,0,3403,Heater,Analog,Low,Solar,Poor,Yes,Generator,Winter
2002,Commercial,1994,60,63,7,51,0,2232,Refrigerator,Smart,High,Wind,Poor,No,None,Winter
1977,Residential,2004,73,53,53,38,59,1886,AC,Analog,Medium,Wind,Good,No,Inverter,Winter
1543,Industrial,1000,15,56,122,26,0,2285,AC,Smart,Medium,Solar,Average,No,None,Rainy
4607,Commercial,2153,87,89,59,41,0,4296,Heater,Smart,High,Wind,Poor,Yes,Generator,Summer
4197,Industrial,4113,71,32,88,3,0,4150,Refrigerator,Smart,High,Wind,Average,No,Generator,Summer
802,Residential,1479,16,79,55,55,74,1827,AC,Analog,Medium,Wind,Average,No,Inverter,Rainy
806,Commercial,1000,41,85,125,12,0,1469,AC,Smart,High,Solar,Poor,No,Inverter,Rainy
4257,Residential,7583,74,79,75,41,123,3800,Washing Machine,Analog,Medium,Solar,Poor,Yes,None,Summer
4293,Commercial,8513,17,57,134,28,0,4266,Refrigerator,Analog,Medium,Solar,Average,No,Inverter,Winter
764,Residential,1000,20,76,24,26,19,1335,Refrigerator,Analog,Medium,Wind,Poor,No,Generator,Winter
889,Industrial,1361,20,88,73,58,0,2097,AC,Smart,Low,Grid,Good,No,Generator,Summer
4719,Residential,8306,44,65,192,11,402,5724,Fan,Smart,Medium,Solar,Good,Yes,None,Winter
3595,Residential,4891,78,99,39,56,239,4362,Refrigerator,Analog,Medium,Wind,Average,No,Generator,Summer
3098,Mixed-use,5079,36,58,174,67,119,2810,Heater,Analog,High,Solar,Poor,Yes,Generator,Summer
4582,Industrial,5786,19,73,103,45,0,4746,Heater,Smart,High,Grid,Average,No,Generator,Summer
4685,Residential,7064,54,85,122,33,351,5520,Refrigerator,Smart,Low,Grid,Good,No,Inverter,Rainy
1779,Residential,2090,74,62,131,6,116,2005,Heater,Analog,Low,Grid,Poor,No,Generator,Rainy
4328,Residential,8053,55,84,172,46,232,4955,Refrigerator,Analog,Medium,Wind,Average,Yes,None,Rainy
2867,Residential,5452,41,96,2,55,200,3571,Refrigerator,Analog,High,Solar,Poor,No,Inverter,Rainy
924,Residential,1000,62,43,9,64,39,1395,Refrigerator,Smart,Medium,Solar,Good,Yes,None,Winter
4109,Residential,3705,41,78,122,35,258,4410,Washing Machine,Analog,Low,Solar,Average,Yes,Generator,Winter
4585,Mixed-use,4561,54,86,128,33,62,3127,Fan,Smart,Medium,Solar,Poor,No,Generator,Summer
566,Commercial,1000,64,85,35,30,0,1019,Washing Machine,Smart,High,Wind,Average,Yes,Generator,Winter
4982,Mixed-use,4638,73,69,26,4,319,3362,Heater,Smart,Medium,Wind,Average,Yes,None,Rainy
3510,Residential,5831,24,88,167,34,61,3299,Fan,Smart,Medium,Grid,Poor,Yes,Inverter,Winter
4222,Commercial,5428,62,47,191,10,0,4065,Heater,Smart,Medium,Wind,Average,No,Inverter,Winter
2943,Commercial,5243,10,42,94,19,0,3025,Refrigerator,Smart,High,Grid,Good,Yes,Generator,Summer
1099,Residential,2343,52,67,109,61,61,1825,Refrigerator,Analog,Medium,Grid,Average,Yes,Generator,Summer
502,Commercial,1000,44,90,87,30,0,1391,Heater,Analog,Medium,Solar,Average,Yes,None,Summer
2361,Residential,2460,54,98,12,38,208,3484,Fan,Analog,High,Wind,Good,Yes,None,Winter
3984,Mixed-use,5816,45,51,136,16,107,2927,Washing Machine,Analog,Medium,Grid,Good,Yes,Inverter,Rainy
3381,Commercial,6656,87,64,151,41,0,3468,Heater,Smart,Medium,Solar,Average,No,Generator,Summer
2234,Residential,1133,49,65,140,38,202,3121,Heater,Analog,Medium,Solar,Average,No,Inverter,Summer
4153,Residential,6362,15,56,42,24,132,3568,Refrigerator,Smart,Low,Wind,Poor,Yes,Generator,Summer
4532,Mixed-use,3313,55,41,88,30,449,2879,Heater,Smart,High,Wind,Average,Yes,Generator,Rainy
4271,Commercial,3279,51,94,190,20,0,4280,Refrigerator,Analog,High,Solar,Poor,Yes,Generator,Winter
800,Commercial,1000,20,44,37,26,0,1264,Fan,Analog,High,Wind,Average,Yes,Generator,Summer
4521,Mixed-use,6126,59,47,10,41,125,3515,Refrigerator,Smart,High,Grid,Good,Yes,None,Winter
3897,Residential,7461,21,75,125,23,377,5349,Fan,Smart,High,Wind,Good,No,Inverter,Rainy
3572,Commercial,5953,42,52,186,56,0,3625,Refrigerator,Smart,High,Grid,Poor,Yes,None,Summer
1679,Residential,1434,40,80,153,29,109,2001,Fan,Smart,Medium,Wind,Average,Yes,Inverter,Summer
2751,Residential,5406,11,66,95,72,272,3777,Heater,Smart,Low,Solar,Average,No,Inverter,Winter
2109,Residential,4450,88,93,77,63,10,2187,AC,Analog,Low,Grid,Good,No,None,Summer
3529,Industrial,2336,31,35,143,27,0,3628,Washing Machine,Analog,Medium,Solar,Good,No,Generator,Winter
1164,Industrial,1417,42,41,15,41,0,2136,Refrigerator,Analog,Medium,Wind,Good,No,Inverter,Rainy
1681,Residential,2760,41,63,159,12,87,1842,AC,Smart,High,Grid,Poor,No,None,Summer
1106,Commercial,1457,22,63,165,3,0,1581,Refrigerator,Smart,High,Solar,Average,No,None,Winter
3106,Residential,4984,53,96,2,67,11,2733,Washing Machine,Analog,Low,Wind,Poor,Yes,Inverter,Summer
2480,Residential,1758,77,50,118,71,244,2889,Fan,Smart,High,Grid,Average,Yes,None,Rainy
3241,Residential,5509,43,33,90,20,196,3036,Refrigerator,Analog,Medium,Wind,Good,Yes,Inverter,Summer
3368,Residential,3285,68,79,6,26,162,3462,Refrigerator,Analog,Medium,Wind,Good,No,Inverter,Summer
4216,Residential,6354,13,85,104,6,198,4647,Fan,Analog,Medium,Wind,Poor,Yes,Inverter,Summer
3097,Mixed-use,5945,79,62,153,22,219,2643,AC,Smart,Medium,Grid,Good,Yes,Inverter,Winter
1853,Commercial,2335,66,48,87,63,0,2084,AC,Smart,High,Wind,Good,No,Inverter,Summer
2515,Residential,2508,80,55,57,47,56,2187,Washing Machine,Smart,High,Wind,Good,No,None,Summer
2430,Commercial,3104,35,84,22,54,0,2836,Heater,Smart,High,Wind,Average,No,Inverter,Winter
3438,Commercial,1583,39,97,193,50,0,3607,AC,Analog,Low,Wind,Good,No,Inverter,Winter
4650,Residential,2338,27,52,85,20,173,3684,Fan,Smart,High,Solar,Poor,Yes,Inverter,Rainy
4430,Mixed-use,3310,55,48,150,19,349,2907,AC,Analog,High,Solar,Poor,Yes,Inverter,Rainy
4407,Residential,3858,15,74,75,12,367,5402,AC,Smart,Low,Grid,Poor,No,Generator,Winter
3913,Mixed-use,3745,55,48,35,34,76,2399,Fan,Smart,Medium,Solar,Good,No,Generator,Summer
3916,Mixed-use,3191,15,99,129,20,185,3016,Fan,Analog,High,Wind,Average,No,None,Winter
3252,Mixed-use,5088,12,66,177,47,237,2769,Refrigerator,Analog,Low,Grid,Poor,No,Generator,Winter
2463,Industrial,2221,89,56,199,65,0,2992,AC,Analog,Low,Wind,Poor,No,Generator,Rainy
4208,Commercial,6740,20,42,54,15,0,3681,Heater,Smart,Medium,Grid,Good,Yes,None,Rainy
4890,Commercial,4845,39,98,15,68,0,4671,AC,Smart,Medium,Solar,Poor,Yes,Generator,Winter
4122,Residential,4911,75,45,90,22,347,4318,Washing Machine,Analog,High,Grid,Good,No,Generator,Winter
4485,Commercial,4870,50,35,143,25,0,3694,Fan,Analog,Medium,Solar,Good,No,None,Summer
1637,Commercial,3059,66,73,110,59,0,1850,Fan,Smart,High,Solar,Average,No,Inverter,Summer
1307,Residential,3054,29,32,160,3,51,1454,Heater,Smart,Medium,Solar,Poor,Yes,Inverter,Winter
3780,Residential,6516,47,43,96,31,93,3168,Washing Machine,Analog,Medium,Wind,Poor,Yes,Generator,Rainy
3599,Industrial,4654,56,65,81,56,0,4051,Heater,Smart,High,Solar,Good,Yes,Generator,Summer
694,Commercial,1161,17,31,125,15,0,922,AC,Smart,Medium,Solar,Poor,Yes,Generator,Rainy
